FID,OBJECTID,SHAPE,FID_ERDWAE,HOMOGEN,MW_WL_10,MW_WL_30,MW_WL_100,MW_WL_200,STABW_WL_1,STABW_WL_3,STABW_WL_2,STABW_WL_4,ANZWL_10,ANZWL_30,ANZWL_100,ANZWL_200,KLASSE_10M,KLASSE_30M,KLASSE_100,KLASSE_200,TEST,BEWILLGNG,KLASSE_10M_TXT,KLASSE_30M_TXT,KLASSE_100_TXT,KLASSE_200_TXT,SE_ANNO_CAD_DATA
ERDWSONDOGD.11,11,"POLYGON ((16.379889866208575 48.30199460976974, 16.379768181722447 48.302007117732465, 16.379699596827066 48.30187786897738, 16.37919253234119 48.300936883877355, 16.37864330064864 48.29999478698458, 16.378583112423403 48.299905440993456, 16.378116972013487 48.2991816732271, 16.37808680402618 48.29913784321561, 16.37755777365747 48.29836688262043, 16.37657935403116 48.29711579479703, 16.376433788308468 48.296936827898556, 16.37634672091707 48.29676177568115, 16.376334932211407 48.296748290254065, 16.376259863088364 48.296662320597974, 16.375566213396446 48.29586836328764, 16.376960768239336 48.2947476800568, 16.377028632277014 48.294672057691734, 16.37708572708632 48.294612177850766, 16.377949503196415 48.29349925798189, 16.378436018263272 48.29284933228718, 16.378567223228256 48.292618275025404, 16.378828546627275 48.29215194538846, 16.37888491363901 48.29203501481631, 16.37888689876883 48.29198836265292, 16.378892448641658 48.29185824200551, 16.378931692284453 48.2917317626708, 16.378998303564227 48.29016891527007, 16.378949459120772 48.290093616719496, 16.378280026823663 48.28868364188539, 16.378197587755828 48.28855917413052, 16.37805984908438 48.288371214002964, 16.377960635721013 48.288326003463595, 16.377612453035535 48.28818842372658, 16.377309197572618 48.28811434025024, 16.376481632285362 48.28805674141024, 16.374817620142856 48.288131788559724, 16.373667660673597 48.28798715751181, 16.373478570213823 48.28794365866485, 16.371717052387567 48.287712647395715, 16.371330718019433 48.28771192391889, 16.37056242402466 48.287807426754036, 16.370364057200398 48.28779118620761, 16.367713105782627 48.28720177758032, 16.367284071426425 48.28699786501318, 16.36709262470769 48.28683576130534, 16.36676997597637 48.2858398671736, 16.366790231090054 48.28546243401428, 16.36720221631066 48.28424235924551, 16.36761898239342 48.28359024887105, 16.36781347785583 48.28325998098, 16.368124921637065 48.282924341001795, 16.36850411146578 48.28254512137495, 16.369003638638585 48.2822085821918, 16.36922613324131 48.28206575337511, 16.36941325656301 48.282019891283255, 16.370590791207512 48.28171715193584, 16.37013315436576 48.281610214390234, 16.36929819448537 48.281402775749946, 16.36921707053738 48.281384813051666, 16.36846458619883 48.281195611242936, 16.368337542356514 48.28121391369148, 16.368051215070746 48.28119038693767, 16.36801828455002 48.281099903404794, 16.36765114221223 48.281117148356756, 16.36757054488348 48.281075296079095, 16.36701489049987 48.28106757811122, 16.366855202735643 48.28102068890269, 16.366670824695934 48.28114214449165, 16.366402208776485 48.281224277399005, 16.36582936816832 48.28131744870671, 16.36580412883233 48.28147174291211, 16.36431987090815 48.28194678195504, 16.363071201240825 48.28235008368383, 16.361491639568666 48.28257246017305, 16.358703525842156 48.282964241325374, 16.355949187176268 48.28334667537381, 16.353667729757206 48.2836733265045, 16.34821257567311 48.290493296939715, 16.346260499899127 48.29008093076599, 16.34601819508057 48.29003598678474, 16.344684033321986 48.2897263965906, 16.343629386709328 48.28950585976243, 16.343100044468784 48.28938842173066, 16.34211737483814 48.28919625135109, 16.34196307354894 48.289150451492496, 16.341405440649677 48.28903862776152, 16.341174867847233 48.288984398488005, 16.342333937719143 48.28817524788594, 16.34306476999784 48.28765332712803, 16.343188327645393 48.287580250973, 16.343777372095467 48.28697290124145, 16.343875863874985 48.286902074284356, 16.345152654155825 48.28556145310614, 16.345107261518965 48.28554342921155, 16.346121229569018 48.284530823846566, 16.347081524409603 48.283677800846604, 16.347720232450143 48.283220215926306, 16.348974906875497 48.282240962335024, 16.349722281168678 48.2817257416651, 16.350193868513852 48.281548353139996, 16.350354517393157 48.281447723387316, 16.350982579241737 48.280827122229645, 16.351972018468327 48.279410300405424, 16.353536755398963 48.27798551563618, 16.35389697003695 48.277547048238766, 16.353921001269878 48.27748971369683, 16.354299629750834 48.27658528873423, 16.354701879620265 48.27612685820485, 16.354942403194652 48.27575529270779, 16.354940120609708 48.27572494146821, 16.35524482775825 48.27520919501977, 16.3559064687104 48.27460317442683, 16.356284582555304 48.274363386462745, 16.35638611113595 48.27423493667469, 16.356643697741735 48.27390889191412, 16.357456509201715 48.273126064513434, 16.35826935188997 48.272469415804906, 16.359022200459854 48.271851555921195, 16.359081314254734 48.271818663608116, 16.359680528703567 48.27111455221851, 16.360217587915066 48.27016229835982, 16.3612116385292 48.26947720632423, 16.36131060995975 48.26940889296781, 16.362601692325004 48.2681001086764, 16.362757764960254 48.26782634556255, 16.36276416818296 48.26762652944861, 16.362822690375033 48.26750904368047, 16.362944998409706 48.267428920035314, 16.363503023255323 48.26720789553547, 16.364164272487205 48.26675246085166, 16.36484606542608 48.266089895623644, 16.364993436731567 48.2659125257542, 16.365059819447143 48.265859414743126, 16.37156134699143 48.26778883510146, 16.373260225823728 48.26839201797427, 16.373402681467354 48.26859060290122, 16.373344075855876 48.269102384939856, 16.373344892395465 48.27022455206728, 16.373846986666717 48.271267866771346, 16.3738730123893 48.27149225619269, 16.37340701708299 48.272070010492655, 16.37400894289337 48.272287404464294, 16.374094685442024 48.27271175309914, 16.37307403963183 48.27398023299557, 16.37408944692675 48.27438388754133, 16.374466482336143 48.27455172313184, 16.374912798867506 48.27676031192839, 16.375533308476147 48.278256322297736, 16.376285604709697 48.2804048762977, 16.375698236843203 48.28128088684266, 16.37564882224338 48.2813571335618, 16.375494156838666 48.28158517522897, 16.375538702469832 48.28161024249028, 16.376754662070233 48.28174440328664, 16.37686357502402 48.282055427485375, 16.3777271194396 48.283242109095234, 16.37878303800034 48.28469306896808, 16.379461340423603 48.28521937816867, 16.379379184917074 48.28530746556116, 16.379769851368938 48.28545875357287, 16.379858652993644 48.28552765424956, 16.38283827551167 48.28783939424619, 16.382045656476702 48.2890287113755, 16.382287219037305 48.28908896596838, 16.38279757384493 48.289283796417855, 16.38290031138712 48.28915173933349, 16.383555015470666 48.290037005537876, 16.384537954906143 48.29141892475626, 16.38471879449147 48.29175875674079, 16.384460749069433 48.29444631273109, 16.38430567832307 48.294411809549736, 16.384197888126998 48.294551105684604, 16.384129929841947 48.294613945115934, 16.38405152642401 48.29465353286129, 16.383509485689626 48.294869028752814, 16.38347624786111 48.29490627994985, 16.384271881301512 48.29641319247131, 16.38407606229947 48.298452308887875, 16.381073266870757 48.30099329840064, 16.379923570668637 48.30181398989396, 16.37978882970215 48.30199390181853, 16.379912796238216 48.30197520845683, 16.379889866208575 48.30199460976974))",7,7,1.847345,2.023578,0,0,0.080218,0.170353,0,0,11,3,0,0,2,3,0,0,2,keine Bewilligungspflicht,durchschnittliche konduktive Wärmeleitfähigkeit (1.8-1.99 W/m/K),gute konduktive Wärmeleitfähigkeit (>= 2 W/m/K),keine Daten,keine Daten,
ERDWSONDOGD.12,12,"POLYGON ((16.525035835365955 48.154773248074385, 16.526501605200817 48.153955251972825, 16.52625723134604 48.16061488637277, 16.524683850247932 48.16625473637178, 16.524512253292468 48.16686975663685, 16.52300596139612 48.16940662506598, 16.52099430382591 48.1719445673525, 16.516713584078246 48.17583757650187, 16.510915771371913 48.179563837556806, 16.50738827974428 48.18244164062366, 16.503360542841037 48.18700994484701, 16.503316897588558 48.18706209435623, 16.498829354742426 48.192423336771306, 16.495557230235978 48.196652198374046, 16.494045522449845 48.19817497974365, 16.49278388615106 48.19885260107042, 16.4912684589945 48.19919274544073, 16.488994265723274 48.19936469637625, 16.48596033756156 48.199030885663284, 16.483682250943588 48.197850947865604, 16.481403312058806 48.19633315788091, 16.48038812383974 48.1948137435462, 16.47937111089846 48.192618426223476, 16.479109457768843 48.189408177345406, 16.47950135978251 48.18700903052494, 16.480907876612847 48.184827255818966, 16.481603931020548 48.18266631804338, 16.48174036530501 48.18125758198319, 16.481316434142418 48.180318888758286, 16.48089438308686 48.18003782099036, 16.479911442823123 48.18003905527339, 16.479068135623333 48.179758225702244, 16.47836681497519 48.18004097788912, 16.47668255207147 48.18032465096885, 16.474295136351994 48.18023368003072, 16.472187583901174 48.179766579846834, 16.46909617157115 48.178925117632076, 16.466566748815065 48.17817680139836, 16.4647385300509 48.17705189875379, 16.463613605128508 48.17639580420244, 16.46220580794709 48.17489464476996, 16.46051685117716 48.173206039630486, 16.46047003851606 48.173071354574084, 16.460092694788983 48.17198566646624, 16.459806252483233 48.16963817808967, 16.459514653644472 48.16513062857655, 16.459105064733194 48.159975450334976, 16.460225660270627 48.16037945882035, 16.461154375398394 48.160521781800334, 16.46270084480906 48.16061030234222, 16.46594586114097 48.16057351858023, 16.466338374778296 48.16054019232604, 16.46645850222295 48.16043775784087, 16.466633291343893 48.160305470990195, 16.466905912529146 48.15990973924935, 16.467309264838953 48.15927975148674, 16.467461199843942 48.15877426929749, 16.46752584153514 48.15837146563373, 16.467590446210533 48.15795404880236, 16.467381267886136 48.15747090033939, 16.467138897531136 48.15684867437724, 16.46708346713701 48.15657050859462, 16.46703049096581 48.15626620376105, 16.46736260917882 48.15611040960085, 16.46753659674818 48.156025618299125, 16.46771236231758 48.155943072112144, 16.46789356449608 48.15586698377581, 16.46808287797653 48.15580100325528, 16.468274676540574 48.15573726787891, 16.468467407508584 48.15567409318646, 16.468661087116388 48.155612041233375, 16.468855726745655 48.15555083141198, 16.469051315137406 48.15549130549977, 16.469247889834932 48.15543290316824, 16.469445428219966 48.15537674679772, 16.46964395439771 48.155322276075076, 16.469843471185182 48.155270051272176, 16.470043979340666 48.15522035477153, 16.470245700046103 48.15517346689957, 16.470450431797868 48.15513303950978, 16.470657985634972 48.155098228340066, 16.470867585854283 48.15506791192595, 16.471078412113368 48.155039841105534, 16.47128970002083 48.15501261292318, 16.47150064335867 48.15498426060042, 16.471710451542556 48.15495366091432, 16.471918331747258 48.15491884798156, 16.472125481746012 48.15488094365313, 16.47233326104711 48.154842756715816, 16.472540074289867 48.15480176105428, 16.4727443311463 48.15475683260826, 16.472944424258372 48.15470600737824, 16.473138771030627 48.15464703895735, 16.473330755838557 48.15458301341795, 16.473525415223357 48.1545181416895, 16.473720882742718 48.15445158242571, 16.473915282706972 48.1543830572822, 16.474106693566977 48.154311724104744, 16.474293239476477 48.15423674339461, 16.474473026525697 48.15415755537714, 16.474644150057074 48.154073599401954, 16.474804705424802 48.15398431572766, 16.47495210489335 48.15388802218756, 16.475071779483294 48.153776305267336, 16.475165398521376 48.153649162133036, 16.47524194105685 48.15351192217571, 16.47531035863888 48.15337019537509, 16.475485765894458 48.153042290606145, 16.47598094660955 48.153351956533626, 16.47707012198443 48.154135568425765, 16.47744807359561 48.15453136982467, 16.47766707751473 48.1548919549172, 16.477913836003548 48.15547761837352, 16.477963645167648 48.1560385116046, 16.478165407557267 48.1560461314365, 16.478038986557223 48.15630962115043, 16.477967380492434 48.156469902040406, 16.477929072146207 48.15661496565966, 16.477757532613484 48.157017063580575, 16.477590664626952 48.15740819537931, 16.477658490236344 48.15743818260387, 16.477763879793724 48.15719973134587, 16.477941613642624 48.156774299963004, 16.478565995103537 48.1565023240661, 16.479263732484153 48.15646267343287, 16.479870102577983 48.15619380475709, 16.48021245718412 48.15610288120677, 16.480312527508197 48.156131141090334, 16.480216708513012 48.15632742681829, 16.48013173173582 48.15645849772831, 16.48096724810933 48.15632535888724, 16.482907340617768 48.15601572005375, 16.483337836651657 48.15601067261296, 16.484634931450206 48.15580131556754, 16.48811193691396 48.15517707601367, 16.489303273543786 48.15588736724067, 16.490113621833984 48.15647759095037, 16.490345922914862 48.15671391454727, 16.492002110608233 48.158001088143955, 16.492111662288906 48.15809199620778, 16.492440452070838 48.15831806705299, 16.4930710115328 48.15863562453069, 16.4934354240214 48.158815272808084, 16.49442444045142 48.15828837087895, 16.494511519427203 48.15823710171045, 16.49622509295731 48.15731488441551, 16.497975889799083 48.15661601577361, 16.498496434315744 48.156141448822396, 16.50013995899515 48.156392049894585, 16.50720441439761 48.15759246592072, 16.50749912781156 48.15765750934738, 16.511196694666292 48.15849870596637, 16.513541325196897 48.159020934579345, 16.516538911523998 48.15844378932648, 16.51688776006512 48.1582990682983, 16.52164355606323 48.156325336215204, 16.524541422195004 48.155011819344004, 16.525035835365955 48.154773248074385))",8,8,1.871464,1.923606,2.097013,2.024517,0.095355,0.086119,0.040163,0.049532,28,28,3,3,2,2,3,3,2,Bewilligungspflicht,durchschnittliche konduktive Wärmeleitfähigkeit (1.8-1.99 W/m/K),durchschnittliche konduktive Wärmeleitfähigkeit (1.8-1.99 W/m/K),gute konduktive Wärmeleitfähigkeit (>= 2 W/m/K),gute konduktive Wärmeleitfähigkeit (>= 2 W/m/K),
ERDWSONDOGD.13,13,"MULTIPOLYGON (((16.46703049096581 48.15626620376105, 16.46708346713701 48.15657050859462, 16.467138897531136 48.15684867437724, 16.467381267886136 48.15747090033939, 16.467590446210533 48.15795404880236, 16.46752584153514 48.15837146563373, 16.467461199843942 48.15877426929749, 16.467309264838953 48.15927975148674, 16.466905912529146 48.15990973924935, 16.466633291343893 48.160305470990195, 16.46645850222295 48.16043775784087, 16.466338374778296 48.16054019232604, 16.46594586114097 48.16057351858023, 16.46270084480906 48.16061030234222, 16.461154375398394 48.160521781800334, 16.460225660270627 48.16037945882035, 16.459105064733194 48.159975450334976, 16.458791020235736 48.156022080190695, 16.45820841917033 48.14710081703954, 16.458336727662196 48.14130085986237, 16.4584351234226 48.14136932802744, 16.458831903716543 48.14141808643972, 16.45984303073223 48.14214377160123, 16.46095378446193 48.1427718191154, 16.461896340347444 48.14290821914519, 16.4634698050704 48.144085729575025, 16.463798900982848 48.14425230203832, 16.464451503633637 48.144655991849966, 16.46671709443848 48.146239346528695, 16.46605950967002 48.146486283122506, 16.466317903969617 48.14668749660845, 16.466671096026875 48.14691108410808, 16.46653776531682 48.14695901232179, 16.46751835093798 48.147634358292606, 16.467875581509617 48.147754796275024, 16.46804607717709 48.14794683184491, 16.4679761723807 48.14798991073939, 16.470896331231266 48.14993412940987, 16.470376650755927 48.15018345668268, 16.469783125579834 48.15031679948901, 16.469129956754024 48.15035718370915, 16.4685359162548 48.15029182605669, 16.468179558961346 48.15027874633606, 16.4679427573479 48.15057045600015, 16.467626638778835 48.15080942142358, 16.467350405618724 48.151167500326636, 16.46754941055445 48.151577872197294, 16.467807278054607 48.15177627146967, 16.468144668188213 48.152106948902706, 16.468323584111133 48.15239818166716, 16.46838368968856 48.152676341672525, 16.46830527707747 48.15298107881182, 16.467812263220267 48.15372358939875, 16.46678514164269 48.15494728398195, 16.466790543121718 48.154986341874014, 16.46680612061571 48.15509902142763, 16.46683944318856 48.15528924677597, 16.46695003894817 48.155743280612135, 16.467005728754128 48.15612402603697, 16.46703049096581 48.15626620376105)), ((16.411489672031284 48.18903370600151, 16.410429703829738 48.18967940928115, 16.41010617155748 48.189814796833666, 16.40941824071987 48.18981523791976, 16.408487612752822 48.189883558602205, 16.40802247047264 48.19004629053068, 16.407679016653592 48.190411854021285, 16.40725514686809 48.1911560235559, 16.407175240567437 48.191900260631485, 16.40724213768625 48.19289677846627, 16.40725788364394 48.193131435514196, 16.407301051520474 48.19424431731567, 16.407372681375705 48.19468100513451, 16.407342325070374 48.19508403167106, 16.40721915798462 48.19542528742915, 16.407195353531957 48.19547083022563, 16.407018767988017 48.19580762219216, 16.406868346337067 48.19597718005383, 16.406679271957664 48.19619004212361, 16.406524885151953 48.1963143553915, 16.406059947433274 48.19652541749286, 16.405895996740725 48.19661002267922, 16.405406814922596 48.19606603621032, 16.40506963629204 48.19561617368748, 16.404394102887736 48.19471485267516, 16.40410971531913 48.19439861276573, 16.402570566549205 48.19268699332026, 16.40196449468015 48.192012970935764, 16.401068959455237 48.189998285434804, 16.40178156619185 48.18942050375574, 16.402583565009824 48.18858592239898, 16.402687929878343 48.18845012026268, 16.403987597378652 48.18625501626504, 16.404228771638834 48.185837251191714, 16.404655058386023 48.185197074716214, 16.405456929541252 48.18435123124466, 16.40599429519173 48.183751170501914, 16.406915398556198 48.18267647906442, 16.407922089118788 48.18175039527072, 16.409133544405396 48.18067578527242, 16.41012297950053 48.179681119521156, 16.410762656384808 48.17902363822036, 16.411035674223925 48.17880649893996, 16.411547432861312 48.17830338699856, 16.412024877887877 48.177708957520025, 16.412246248372277 48.17722879757096, 16.412279580059266 48.17666894710733, 16.41221050813482 48.17616649629662, 16.412175749920422 48.175766601248064, 16.412250182735015 48.175377594783136, 16.412367533780714 48.17522013542301, 16.4125267580259 48.17498761127835, 16.412823066638467 48.17455489515987, 16.412868787714146 48.17441498390703, 16.413374447813823 48.17461747821737, 16.4141660187626 48.17514585739588, 16.41459800599839 48.17557836220049, 16.414615092934454 48.175614427761325, 16.41503074572682 48.17649172193762, 16.415320010521924 48.177597408230426, 16.41539353629003 48.178655185594906, 16.415322901132438 48.17947249351069, 16.41503709694317 48.180626633029675, 16.415005272453616 48.18089255655241, 16.414588853671592 48.1810766011707, 16.414119335480024 48.18137510288224, 16.414035390302747 48.18148054870314, 16.413712737313663 48.18180508510331, 16.413453961648862 48.18215206063417, 16.41318630630282 48.18275309992419, 16.41309419719576 48.18308759696272, 16.41306820235173 48.183141293095154, 16.412981952962546 48.1837242236962, 16.41285921405278 48.184313361393976, 16.412821426959475 48.18444266410164, 16.412690104718262 48.18489213096867, 16.41265777218183 48.18493711859017, 16.412396480365793 48.18590352866222, 16.41227237770502 48.186331935233866, 16.412037190231857 48.1870978691753, 16.411895823600368 48.187398391519274, 16.41177959300812 48.18794002845222, 16.41176221344257 48.18809297122339, 16.411489672031284 48.18903370600151)), ((16.43913924666575 48.30740972519013, 16.439123167034047 48.30745582884225, 16.43894943539045 48.30794076405719, 16.438751279468836 48.30830038144859, 16.43808052247802 48.30951784649473, 16.43799159800516 48.310422847836755, 16.437991031876418 48.31047568231798, 16.43783512963915 48.3118694564923, 16.438041829747764 48.31343827379852, 16.438223342472707 48.31400158069461, 16.43828653020804 48.31445145661893, 16.438303633694446 48.314916267677944, 16.438152070471684 48.31571593668275, 16.43789622068226 48.31655476159703, 16.437770007047018 48.31681820025392, 16.437406750322822 48.31693992654659, 16.4368944286868 48.31709269594606, 16.43659394380696 48.31718850971535, 16.434699406471807 48.31779492995584, 16.43261656755193 48.31853075161667, 16.43092256138313 48.31918949606791, 16.430481464653436 48.308107936064815, 16.43035783217735 48.306972917569276, 16.430064764683078 48.3042822087696, 16.430315468040146 48.304374561594905, 16.430753171344108 48.304686147630065, 16.431233177861387 48.30498448892347, 16.431881181774592 48.305230415478995, 16.432591593989827 48.30569549189495, 16.432884138255137 48.30585178035004, 16.43311352897989 48.306008122271884, 16.433404879275542 48.306247877358665, 16.433760993168885 48.30637713066932, 16.434074376037362 48.30654688880879, 16.434555613760296 48.306761186083456, 16.43491092009037 48.30694636232765, 16.435455712344154 48.307131935914796, 16.436211796615016 48.307262521418565, 16.43690611490864 48.30729535790811, 16.437873699732112 48.307357456505976, 16.438757876192142 48.30736285302367, 16.43913924666575 48.30740972519013)), ((16.397683189463724 48.201607891793365, 16.39710955468895 48.20266471838102, 16.39708110150602 48.20273358801924, 16.396793853754684 48.20343970520241, 16.396681903411157 48.20351480073275, 16.395834287323748 48.20407141731041, 16.394986651845393 48.204628308180425, 16.394250768510624 48.204949627266586, 16.393326551799657 48.20542363820752, 16.392896651263943 48.20563631548759, 16.392061618670642 48.20603692188954, 16.391522098238834 48.20623503344034, 16.391026813353264 48.20631424315698, 16.390285801454006 48.20635956100683, 16.390225812046374 48.20638010453287, 16.388919488837022 48.206186797216084, 16.388179790762365 48.20585101485705, 16.387809849536517 48.20559403367448, 16.387538212502132 48.20542187956119, 16.387096367239334 48.20499602459018, 16.386354260373533 48.20422321944198, 16.386057514524 48.20378746006733, 16.385898697227194 48.203661905943214, 16.3852638735356 48.20363351366098, 16.38500422503227 48.203672126133064, 16.384787853705962 48.20371072058004, 16.384568224425507 48.2036717443839, 16.386597390163807 48.203205758829284, 16.389204152289057 48.20260344449543, 16.39088848726843 48.2023579119646, 16.391271725572885 48.20230204181743, 16.392530372513775 48.202241288443574, 16.392744218024593 48.20219340688545, 16.39300229812354 48.20216452541399, 16.396719632177078 48.20174846330984, 16.397683189463724 48.201607891793365)), ((16.37930296189349 48.21011690113897, 16.37924767014532 48.21013575183452, 16.378882380340357 48.21042704250643, 16.378514597960606 48.21065088412363, 16.378156288901216 48.21078788030943, 16.377625272147004 48.21090948139084, 16.376878626983338 48.21108061924124, 16.376705177259108 48.21116769234722, 16.376983087692317 48.2107824026596, 16.378599411056037 48.208017257105595, 16.378733601735625 48.20771764731381, 16.3789806879678 48.207978894364864, 16.379449378013053 48.20843708985047, 16.37963399069469 48.20918598252478, 16.379534013855526 48.2096331502648, 16.37930296189349 48.21011690113897)))",9,9,1.944713,1.938731,1.984921,1.939218,0.152361,0.137676,0.040019,0.006303,8,10,2,2,2,2,2,2,2,Bewilligungspflicht,durchschnittliche konduktive Wärmeleitfähigkeit (1.8-1.99 W/m/K),durchschnittliche konduktive Wärmeleitfähigkeit (1.8-1.99 W/m/K),durchschnittliche konduktive Wärmeleitfähigkeit (1.8-1.99 W/m/K),durchschnittliche konduktive Wärmeleitfähigkeit (1.8-1.99 W/m/K),
